MATCH #,TEAM 1,TEAM 2,GROUP,Event Id,Event Name,Event Date,Venue,Section,Sold Quantity,Sold Proceeds,Sold Cost,Margin,P & L,UNIT.P&L,Unsold Quantity,Unsold Cost,UNIT LIST PRICE,Unit Cost
78,2E,2I,Round of 32,153033502,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,540.00 ","$2,764.08 ",$385.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,920.00 ","$3,487.65 ",$480.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,540.00 ","$3,224.76 ",$385.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$810.00 ,$552.32 ,$405.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 3,4,$967.22 ,$700.00 ,0.276276338,$267.22 ,$66.80 ,0,$0.00 ,$0.00 ,$175.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,4,"$1,835.33 ","$1,540.00 ",0.160913841,$295.33 ,$73.83 ,0,$0.00 ,$0.00 ,$385.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,540.00 ","$3,685.44 ",$385.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,4,"$2,074.33 ","$1,540.00 ",0.257591607,$534.33 ,$133.58 ,0,$0.00 ,$0.00 ,$385.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$810.00 ,$803.82 ,$405.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,920.00 ","$4,068.93 ",$480.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,920.00 ","$2,906.38 ",$480.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 3,4,$923.21 ,$700.00 ,0.241775977,$223.21 ,$55.80 ,0,$0.00 ,$0.00 ,$175.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,440.00 ","$1,105.63 ",$360.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,920.00 ",$668.88 ,$480.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,920.00 ",$973.37 ,$480.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,920.00 ","$2,325.10 ",$480.00 
78,2E,2I,Round of 32,153021470,2E vs 2I - World Cup - Round of 32 (Match 78),6/30/2026 12:00:00 PM +00:00,AT&T Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,440.00 ","$2,303.40 ",$360.00 
77,1I,3C/D/F/G/H,Round of 32,153021470,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,860.00 ","$3,538.92 ",$715.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,860.00 ","$2,384.92 ",$715.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,860.00 ","$4,044.48 ",$715.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,4,"$4,843.21 ","$2,860.00 ",0.409482553,"$1,983.21 ",$495.80 ,0,$0.00 ,$0.00 ,$715.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,320.00 ","$2,206.12 ",$580.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,860.00 ","$1,165.45 ",$715.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,860.00 ","$2,650.02 ",$715.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,320.00 ","$1,021.29 ",$580.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ",$831.98 ,$500.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,320.00 ","$1,892.12 ",$580.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 4,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$740.00 ,$671.23 ,$185.00 
77,1I,3C/D/F/G/H,Round of 32,153023840,1I vs 3C/D/F/G/H - World Cup - Round of 32 (Match 77),6/30/2026 5:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,860.00 ","$4,550.04 ",$715.00 
80,1L,3E/H/I/J/K,Round of 32,153023840,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 4,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$818.90 ,$654.81 ,$409.45 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,528.00 ","$1,492.10 ",$382.00 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,799.32 ","$1,558.95 ",$449.83 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$640.00 ,"$1,358.38 ",$160.00 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,763.76 ","$1,224.68 ",$440.94 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,808.28 ","$1,625.80 ",$452.07 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,340.00 ","$1,386.51 ",$335.00 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$896.10 ,$957.26 ,$448.05 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,722.16 ","$1,157.82 ",$430.54 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,340.00 ",$692.75 ,$335.00 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,528.00 ","$1,291.53 ",$382.00 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,340.00 ","$1,296.02 ",$335.00 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$765.06 ,"$1,024.11 ",$382.53 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,573.72 ","$1,425.24 ",$393.43 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$766.68 ,$511.56 ,$383.34 
80,1L,3E/H/I/J/K,Round of 32,153023846,1L vs 3E/H/I/J/K - World Cup - Round of 32 (Match 80),7/1/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,668.80 ","$1,090.96 ",$417.20 
82,1G,3A/E/H/I/J,Round of 32,153023846,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,600.00 ",$0.00 ,$650.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ","$2,230.27 ",$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,4,"$1,781.61 ",$720.00 ,0.59587115,"$1,061.61 ",$265.40 ,0,$0.00 ,$0.00 ,$180.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,060.00 ",$665.47 ,$515.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,554.72 ",$0.00 ,$638.68 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ","$1,734.66 ",$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ","$1,486.85 ",$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ","$2,478.08 ",$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ",$618.28 ,$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,545.00 ",$775.40 ,$515.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,880.00 ","$1,385.42 ",$470.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,4,"$1,562.14 ",$720.00 ,0.539093807,$842.14 ,$210.54 ,0,$0.00 ,$0.00 ,$180.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,880.00 ","$2,047.26 ",$470.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ",$759.02 ,$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,880.00 ","$2,339.72 ",$470.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,576.28 ",$0.00 ,$644.07 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,560.00 ","$1,982.46 ",$390.00 
82,1G,3A/E/H/I/J,Round of 32,153020573,1G vs 3A/E/H/I/J - World Cup - Round of 32 (Match 82),7/1/2026 1:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$1,291.08 ",$0.00 ,$645.54 
81,1D,3B/E/F/I/J,Round of 32,153020573,1D vs 3B/E/F/I/J - World Cup - Round of 32 (Match 81),7/1/2026 5:00:00 PM +00:00,Levi's Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,660.00 ","$1,690.56 ",$665.00 
81,1D,3B/E/F/I/J,Round of 32,153020696,1D vs 3B/E/F/I/J - World Cup - Round of 32 (Match 81),7/1/2026 5:00:00 PM +00:00,Levi's Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$3,060.00 ",$972.65 ,$765.00 
81,1D,3B/E/F/I/J,Round of 32,153020696,1D vs 3B/E/F/I/J - World Cup - Round of 32 (Match 81),7/1/2026 5:00:00 PM +00:00,Levi's Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$960.00 ,$655.25 ,$240.00 
81,1D,3B/E/F/I/J,Round of 32,153020696,1D vs 3B/E/F/I/J - World Cup - Round of 32 (Match 81),7/1/2026 5:00:00 PM +00:00,Levi's Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,660.00 ","$1,690.56 ",$665.00 
81,1D,3B/E/F/I/J,Round of 32,153020696,1D vs 3B/E/F/I/J - World Cup - Round of 32 (Match 81),7/1/2026 5:00:00 PM +00:00,Levi's Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$2,295.00 ","$1,401.09 ",$765.00 
84,1H,2J,Round of 32,153020696,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$6,851.35 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ","$1,901.39 ",$500.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$1,982.30 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ","$2,091.53 ",$500.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ","$2,281.66 ",$500.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$6,508.79 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$4,795.95 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$3,425.68 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$4,453.38 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ","$1,064.78 ",$500.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,660.00 ","$2,459.59 ",$665.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$5,138.52 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ","$3,768.25 ",$500.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$5,481.08 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$6,166.22 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,220.00 ",$874.64 ,$555.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,120.00 ","$5,823.65 ",$530.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Easy Access Amenity - Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$960.00 ,"$1,435.20 ",$240.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,660.00 ","$2,031.18 ",$665.00 
84,1H,2J,Round of 32,153020726,1H vs 2J - World Cup - Round of 32 (Match 84),7/2/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ","$4,110.81 ",$500.00 
83,2K,2L,Round of 32,153020726,2K vs 2L - World Cup - Round of 32 (Match 83),7/2/2026 7:00:00 PM +00:00,BMO Field,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$1,893.24 ","$2,643.86 ",$946.62 
83,2K,2L,Round of 32,153023856,2K vs 2L - World Cup - Round of 32 (Match 83),7/2/2026 7:00:00 PM +00:00,BMO Field,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$1,954.94 ","$1,103.17 ",$977.47 
83,2K,2L,Round of 32,153023856,2K vs 2L - World Cup - Round of 32 (Match 83),7/2/2026 7:00:00 PM +00:00,BMO Field,CATEGORY 4,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,709.93 ","$2,073.11 ",$677.48 
83,2K,2L,Round of 32,153023856,2K vs 2L - World Cup - Round of 32 (Match 83),7/2/2026 7:00:00 PM +00:00,BMO Field,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$1,913.90 ","$1,321.43 ",$956.95 
83,2K,2L,Round of 32,153023856,2K vs 2L - World Cup - Round of 32 (Match 83),7/2/2026 7:00:00 PM +00:00,BMO Field,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$3,914.00 ","$2,063.32 ",$978.50 
83,2K,2L,Round of 32,153023856,2K vs 2L - World Cup - Round of 32 (Match 83),7/2/2026 7:00:00 PM +00:00,BMO Field,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$1,913.90 ","$2,471.37 ",$956.95 
85,1B,3E/F/G/I/J,Round of 32,153023856,1B vs 3E/F/G/I/J - World Cup - Round of 32 (Match 85),7/2/2026 8:00:00 PM +00:00,BC Place Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$4,249.32 ","$1,466.91 ","$1,062.33 "
85,1B,3E/F/G/I/J,Round of 32,153020498,1B vs 3E/F/G/I/J - World Cup - Round of 32 (Match 85),7/2/2026 8:00:00 PM +00:00,BC Place Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$2,124.58 ","$2,017.38 ","$1,062.29 "
85,1B,3E/F/G/I/J,Round of 32,153020498,1B vs 3E/F/G/I/J - World Cup - Round of 32 (Match 85),7/2/2026 8:00:00 PM +00:00,BC Place Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$4,279.20 ","$1,650.40 ","$1,069.80 "
